id,Name,Cost,Unit,Title,Description,Keywords,Steel_grade,Sawing,Standard,Diameter,Height,Width,Thickness,Section,Coating,View,Brinell_hardness
589,Труба 95х24 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
590,Труба 95х24 ст45,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
591,Труба 102х4 ст20 ГК,29085,ton,Труба 102х4 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 102х4 сталь 20 ГОСТ 8732,"Где купить трубу 102х4 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 102х4! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","купить трубу 102х4, труба 102х4, труба 102х4 бесшовная цена, труба 102х4 гост 8732 78, труба 102х4 цена, труба 102х4 цена за метр, труба бесшовная 102х4, труба стальная 102х4, труба бесшовная 102х4 ст20",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
592,Труба 102х4.5 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
593,Труба 102х5 ст09Г2С,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
594,Труба 102х5 ст17Г1С,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
595,Труба 102х5 ст20 ГК,29085,ton,Труба 102х5 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 102х5 сталь 20 ГОСТ 8732,"Где купить трубу 102х5 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 102х5! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","купить трубу 102х5, труба 102х5, труба 102х5 бесшовная цена, труба 102х5 гост 8732 78, труба 102х5 цена, труба 102х5 цена за метр, труба бесшовная 102х5, труба стальная 102х5, труба бесшовная 102х5 ст20",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
596,Труба 102х5.5 ст17Г1С,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
597,Труба 102х5.5 ст20,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
598,Труба 102х6 ст09Г2С,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
599,Труба 102х6 ст10,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
600,Труба 102х6 ст17Г1С,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
601,Труба 102х6 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
602,Труба 102х6 ст35,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
603,Труба 102х6.5 ст10,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
604,Труба 102х6.5 ст17Г1С,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
605,Труба 102х6.5 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
606,Труба 102х6.5 ст35,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
607,Труба 102х7 ст17Г1С,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
608,Труба 102х7 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
609,Труба 102х7.5 ст20,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
610,Труба 102х8 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
611,Труба 102х8.5 ст17Г1С,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
612,Труба 102х10 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
613,Труба 102х12 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
614,Труба 102х14 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
615,Труба 102х16 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
616,Труба 102х18 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
617,Труба 102х20 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
618,Труба 102х22 ст10,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
619,Труба 102х22 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
620,Труба 102х24 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
621,Труба 102х28 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
622,Труба 108х4 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
623,Труба 108х5 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
624,Труба 108х6 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
625,Труба 108х7.5 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
626,Труба 108х8 ст20 ГК,29085,ton,Труба 108х8 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 108х8 сталь 20 ГОСТ 8732,"Где купить трубу 108х8 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 108х8! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","купить трубу 108х8, труба 108х8, труба 108х8 бесшовная цена, труба 108х8 гост 8732 78, труба 108х8 цена, труба 108х8 цена за метр, труба бесшовная 108х8, труба стальная 108х8, труба бесшовная 108х8 ст20",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
627,Труба 108х10 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
628,Труба 108х12 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
629,Труба 108х14 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
630,Труба 108х15 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
631,Труба 108х16 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
632,Труба 108х18 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
633,Труба 108х20 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
634,Труба 108х22 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
635,Труба 108х25 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
636,Труба 108х25 ст35,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
637,Труба 108х25 ст45,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
638,Труба 108х28 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
639,Труба 108х28 ст35,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
640,Труба 108х30 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
641,Труба 114х4 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
642,"Труба 114х4,5 ст10 ГК",0,agreed,"Труба 114х4,5 ст10 купить в Киеве. Лучшая цена за метр горячекатаной трубы 114х4,5 сталь 10 ГОСТ 8732","Где купить трубу 114х4,5 ст10 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 114х4,5! ГОСТ 8732, сталь 10. Звоните: (044) 503-50-45","купить трубу 114х4 5, труба 114х4 5, труба 114х4 5 бесшовная цена, труба 114х4 5 гост 8732 78, труба 114х4 5 цена, труба 114х4 5 цена за метр, труба бесшовная 114х4 5, труба стальная 114х4 5, труба бесшовная 114х4 5 ст10",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
643,Труба 114х5 ст10,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
644,Труба 114х5 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
645,Труба 114х6 ст10,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
646,Труба 114х6 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
647,Труба 114х6.5 ст20,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
648,Труба 114х7 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
649,Труба 114х8 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
650,Труба 114х8.5 ст20,22001,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
651,Труба 114х10 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
652,Труба 114х12 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
653,Труба 114х14 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
654,Труба 114х16 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
655,Труба 114х17 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
656,Труба 114х18 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
657,Труба 114х20 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
658,Труба 114х25 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
659,Труба 114х25 ст45,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
660,Труба 114х28 ст20,28000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
661,Труба 121х5 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
662,Труба 121х6 ст09Г2С,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
663,Труба 121х6 ст20,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
664,Труба 121х6 ст35,26000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
